Author,Date,Text,Location,TweetedFromLocation,RetweetStatus,RetweetCount
ClarkeMBB,2019-11-05 23:02:02,The first ever Heart Men's Basketball Player of the Week in Clarke University History. RollPride ,"Dubuque, IA",Nan,False,0
nizamwalji,2019-11-05 23:02:03,RT CanadianGrocer E commerce will become a 64.6 billion business in Canada this year. So why are grocers still struggling to make it wor,Canada,Nan,False,0
brittanychwhe,2019-11-05 23:02:03,Me Im Brittany an entrepreneurship major here at Kent State University,Not texas,Nan,False,0
TheGadryBlog,2019-11-05 23:02:03,RT kongfection hahah so the made a joke about there are 7 ravis ravi1 making songs in the studio basement ravi2 managing the company,Wonderland,Nan,False,0
cheese17796992,2019-11-05 23:02:04,RT aaronMCN A brief and uneventful standoff between police and students on the footbridge outside PolyU ended with police leaving Owan L,nan,Nan,False,0
SpeicherTrey,2019-11-05 23:02:04,RT H Snolferectus The group behind the political movement known as Wexit is applying to become a registered party with Elections Canada,nan,Nan,False,0
coronaarco,2019-11-05 23:02:05,"RT citussg Second semester na, maghunting nasad ta 3 GEARS ARE HIDDEN IN CIT UNIVERSITY The first college student to find Gear should",6000,Nan,False,0
Yoash_12,2019-11-05 23:02:06,RT michaelgrange There are two kinds of Canadian basketball fans those who understand and appreciate the legacy of Eli Pasquale the o,Canada,Nan,False,0
TDGAamira,2019-11-05 23:02:06,RT spring sims The fact that we can take kids on campus with us makes me so happy because Nina can show Nevaeh where she goes to school.,nan,Nan,False,0
pigott2,2019-11-05 23:02:06,"RT ShankerASingham To clarify this point, the WA applies until the IP is over or an FTA is agreed. The FTA would clearly have normal disp",nan,Nan,False,0
Vitamina_M_,2019-11-05 23:02:06,RT spectatorindex Best countries to travel alone 1. Spain 2. Italy 3. NZ 5. Australia 7. Brazil 8. Ireland 12. Canada 13. Mexico 17. Fr,Espaa,Nan,False,0
jacob_s_pumpkin,2019-11-05 23:02:06, ameliaearHRT imagining people going off the grid en masse to run from debt collectors like all the draft dodgers t ,online,Nan,False,0
sparkyb1,2019-11-05 23:02:06,"RT LukaszukAB I am a progressive conservative. Albertas Alberta UCP a d Canadas CPC HQ are neither progressive, nor conservative. The","Gananoque 1000 Islands, ON CAN",Nan,False,0
Bioben78,2019-11-05 23:02:07,"RT colinkorolppc While the federal government continues to oppose the energy industrys existence, they'll be forced to deal with a unity","Saskatoon, Saskatchewan",Nan,False,0
BamaPosey,2019-11-05 23:02:07, realDonaldTrump POTUS it will be an honor for the state and University of Alabama to welcome you to what should b ,"Killen, AL",Nan,False,0
PStahelin,2019-11-05 23:02:07,RT FergusCraig Video message from father to son who is in his first week at university. ,Yorkshire. UK,Nan,False,0
LandmineFreeOrg,2019-11-05 23:02:08,Academia Category 1 Assiut Robotics team Assiut Robotics Assiut University 2 KoNaR Wroclaw University of S ,Against landmine,Nan,False,0
mhriz_,2019-11-05 23:02:08,"RT tasyajohari Graduated with Bachelor of Commerce Majoring in Accounting and Finance at University of Auckland, New Zealand ",Malaysia,Nan,False,0
alicia_brownxx,2019-11-05 23:02:08,RT hqrriet its laughable how much im winging it at university,nan,Nan,False,0
LandmineFreeOrg,2019-11-05 23:02:08,Best presentation from Juniors Master of suspense Robokid Academy Best mechanical design and product modeling ,Against landmine,Nan,False,0
LandmineFreeOrg,2019-11-05 23:02:09,Best mapping from Academia Robotics 2 The Shield Robotics Student Organization Helwan University The most in ,Against landmine,Nan,False,0
GeorginaBencsik,2019-11-05 23:02:09,RT jkenney Former Liberal Premier Frank McKenna gets it. The land locking of Canadian energy has created a huge transfer of wealth from,Global Citizen ,Nan,False,0
Sansanut,2019-11-05 23:02:09,RT knoxnews Its almost time for the Lady Vols season opener Here is what GBO fans need to know about LadyVols vs. ETSU. ,nan,Nan,False,0
LandmineFreeOrg,2019-11-05 23:02:09,Best team spirit from Juniors Academia BAU RAS Al Balqa Applied University Most Valuable Deminer from Juniors Ac ,Against landmine,Nan,False,0
kuttikootan,2019-11-05 23:02:10, art46807683 From canada,nan,Nan,False,0
AndyTelferLegge,2019-11-05 23:02:11,RT ClaraPonsati Spanish justice wants my extradition. My crime Letting people vote. The Spanish Supreme Court has sentenced my colleague,Edinburgh,Nan,False,0
jonfinelli,2019-11-05 23:02:12,RT SecPompeo In August RealDonaldTrump signed an Executive Order blocking property amp interests in property of the illegitimate Maduro re,hartford ct,Nan,False,0
PandzaVasja,2019-11-05 23:02:12,"RT AdamZagoria 6 foot 8 wing PandzaVasja of HotchkissHoops and the PSACardinals has committed to Seattle University, his coach tells",nan,Nan,False,0
AllenBarth,2019-11-05 23:02:12,"RT GeorgiaEdeMD Is the road to depression paved with sugar Excellent, important new review article from the University of Kansas details","Berkeley, California",Nan,False,0
LindaGlent,2019-11-05 23:02:12, BookDevon Oh am from Canada,nan,Nan,False,0
BuehlerDennis,2019-11-05 23:02:12,RT welloggb Today marks the completion of a project a long time in the making the opening of Webster Ave. between University Ave. and R,"Green Bay, WI",Nan,False,0
StephenThomasCA,2019-11-05 23:02:12,RT WBrettWilson Its that simple. Yet anyone supporting Trudeau or the minority puppets hasnt stopped to think and comprehend. RT,"Calgary, Alberta",Nan,False,0
now_and_mel,2019-11-05 23:02:12,RT TeachersForYang YangMediaShoutOut Thanks ,nan,Nan,False,0
UlissesXX,2019-11-05 23:02:12,"RT BBCScotlandNews ""A referendum is not a crime."" A new European Arrest Warrant has been issued for Clara Ponsati, the Catalonian politic",nan,Nan,False,0
MachaneYazid,2019-11-05 23:02:13,"RT MLInstitute The ultimate goal of Russian disinformation ""isnt just to influence an election, kolga said, but rather to undermine dem","Okanagan ,creston..bc canada",Nan,False,0
kazenofab68,2019-11-05 23:02:13,RT JamesMelville Scientists at Manchester University have invented a graphene sieve that turns salt water into drinking water. This cou,"Chiba ken, Japan",Nan,False,0
Bioben78,2019-11-05 23:02:13,RT BrettCMajor1 Lawrence Solomon Trudeau stands alone as Canada and the world abandons green energy Financial Post ,"Saskatoon, Saskatchewan",Nan,False,0
MConvexity,2019-11-05 23:02:14,RT MPelletierCIO 15 tech companies in Canada 3 make up 75 of the index compared to 74 in the U.S. ,nan,Nan,False,0
RandSteeves,2019-11-05 23:02:14,RT lamphieryeg Scheer's climate change plan included using Cdn technology to help high emissions countries like India reduce their emissi,nan,Nan,False,0
IknowalkerJSr,2019-11-05 23:02:14,Congratulations Keep up the great work ,nan,Nan,False,0
toprusnews,2019-11-05 23:02:14," JoJoFromJerz ShimonPro Former vice rector of Jewish University, close to the Kremlin economist, Vladislav Ginko ",nan,Nan,False,0
7even8ight7even,2019-11-05 23:02:15,"So, it's not okay to be White Sheesh Not every White person is a KKK loving racist y'know.","Williamsburg, Brooklyn, NY",Brooklyn,False,0
josediegoms,2019-11-05 23:02:15,Teachers make us great Join us every Tuesday as we showcase a different member of our faculty This weeks ,"3100 NW 5 Ave Miami, FL 33127",Miami,False,0
FultonWando,2019-11-05 23:02:15," CNN Trump Approval Rating UP 2 Points in THREE new Polls NBC WSJ POLL, The USA Today Poll amp the Monmouth Unive ",United States,Nan,False,0
Emma73757038,2019-11-05 23:02:15,RT SecPompeo In August RealDonaldTrump signed an Executive Order blocking property amp interests in property of the illegitimate Maduro re,"Earth, USA",Nan,False,0
EkwuribeMarvel,2019-11-05 23:02:16,"RT UNUINWEH Students from UNU INWEH programmes, McMaster University Student Traineeship MUST Programme and Water Without Borders joint","Hamilton, Ontario",Nan,False,0
VictorY_Wong,2019-11-05 23:02:16, ReportBeijing ProleLumpen SzuAndy wengcouver tillingfolk GPhantomCrystal charliesmithvcr feedmeXLB niubi ,nan,Nan,False,0
bihari_86,2019-11-05 23:02:16,RT spectatorindex Best countries to travel alone 1. Spain 2. Italy 3. NZ 5. Australia 7. Brazil 8. Ireland 12. Canada 13. Mexico 17. Fr,Within d framework of humanity,Nan,False,0
PortDriverUnion,2019-11-05 23:02:17,RT CaliforniaLabor One way to prevent accidents on the job Unions. According to a new Stanford University study of underground safety f,U.S.A.,Nan,False,0
jpglutting,2019-11-05 23:02:17,RT BBCNiallOG Ex Catalan Minister ClaraPonsati tells me shes ready for new extradition battle to begin at Edinburgh court on Thursday ,nan,Nan,False,0
VulcandogTim,2019-11-05 23:02:17, AnitaSharma love watching you on marketcall. im your biggest alta fan. speaking of alta my county just took a big ,nan,Nan,False,0
SocialSciNerd,2019-11-05 23:02:18,RT SouthernCrim 3. The American Journal of Criminal Justice is announcing a call for papers for a special issue of the journal Research,nan,Nan,False,0
Legends_Lax,2019-11-05 23:02:18,Big weekend for our legends national lax teams Our squads will be at the Autumn Gold Showcase at Towson Universit ,"California, USA",Nan,False,0
PSACardinals,2019-11-05 23:02:18,"RT PandzaVasja Great day for my family and I. Thank you yassinetalhaoui , HotchkissHoops , PSACardinals amp Coach Munch for believing in","Bronx, NY",Nan,False,0
TillyonUp,2019-11-05 23:02:18,A 4 day workweek boosted productivity by 40 at Microsoft Japan. Would it work in Canada National ,"Toronto, Canada",Nan,False,0
denetseku,2019-11-05 23:02:19,RT cblackst First Nations have faced a contaminated drinking water crisis for years. We need to ask why it is just an outrage when it aff,nan,Nan,False,0
DarkMatterzine,2019-11-05 23:02:19, thePhDandMe WorldProfessor TEQSAGov AND AND AND REALLY EXCITING NEWS. The DisabilityRoyalCommission responded ,Canberra,Nan,False,0
ICCAConsortium,2019-11-05 23:02:19," Read our latest Newsflash Discover Pooven Moodley's editorial video about the ClimateWeek, learn about exci ",International,Nan,False,0
chargardener,2019-11-05 23:02:19,"oh how fabulous, if the cold doesnt kill me, lead poisoning will Some of Canada's tap water has lead levels ",nan,Nan,False,0
Erica_Nechelle,2019-11-05 23:02:20,RT HeyItsMeCKB 2012 for me ,Cali Bama Missouri,Nan,False,0
petiterouge,2019-11-05 23:02:20,"RT michellemanhiu Yesterday, a university student Chow were seriously injured due to accidental fall from 3 F to 2 F of a carpark. Howe","Toronto, Canada",Nan,False,0
ragstorm,2019-11-05 23:02:20,"RT SusanIverach Behind the scenes, other oil producing countries are surely laughing at Canada The Post Millennial ",NYC,Nan,False,0
MikalynFans,2019-11-05 23:02:20,New Mikalyn MikalynMusic FBLive 11 7 19 through ScenesMedia 8 8 30PM EST Interested clic ,Canada,Nan,False,0
eric_iq,2019-11-05 23:02:21,"RT TeamPulte We love cryptocurrency, because blockchain in philanthropy is the future, but we are going to expose Crypto Scams out there.",United States,Nan,False,0
marcwhitt,2019-11-05 23:02:21,The stunning W.T. Young Library at the University of Kentucky ,"Lexington, KY USA ",William T. Young Library,False,0
NeuroNupe17,2019-11-05 23:02:21,RT Deacon Schiele So its been a year since I tweeted this. I can honestly say that this tweet changed EVERYTHING. Heres a thread of w,Everywhere I need to be,Nan,False,0
jkcenterprises1,2019-11-05 23:02:21,"RT HaveWeAllGoneM1 The fact is that Canada must move beyond words on Remembrance Day, and start actually giving our veterans the help the",Richmond Bc Canada ,Nan,False,0
rapidXO,2019-11-05 23:02:22, dinitaxox how does a 14 year old end up in university... unless ,"England, United Kingdom",Nan,False,0
LarryMillerMP,2019-11-05 23:02:22,RT nationalpost Ex SNC Lavalin executives trial hears of alleged 10 million offer to witness for testimony http,nan,Nan,False,0
GordonTrema,2019-11-05 23:02:22,"RT nancylee2016 ""Georgetown University announced last week that it will launch a 400,000 slavery reparations fund that will benefit desc",United States,Nan,False,0
elnoiroig,2019-11-05 23:02:22,RT BBCNiallOG Ex Catalan Minister ClaraPonsati tells me shes ready for new extradition battle to begin at Edinburgh court on Thursday ,Barcelona,Nan,False,0
sramad0r,2019-11-05 23:02:22," thatsmydoe To my surprise, a boomer replacing me I had to take 'em to that ghetto university",nan,Nan,False,0
WiesemanConnor,2019-11-05 23:02:23,RT bhochstein15 Honored and blessed to have received an offer from Doane University Big thanks to CoachMcKeithen ,nan,Nan,False,0
macsheerio,2019-11-05 23:02:23,RT chad novak4 . CMUniversity why are we allowing animal cruelty exploitation to happen on our campus We should be advocates in ending,nan,Nan,False,0
bsqtcase,2019-11-05 23:02:23, AMacGregor4CML how could you blame the liberals for following the law and sticking up for the laws of Canada and ,"Toronto, Ontario",Nan,False,0
alvinant,2019-11-05 23:02:24,RT MidNiteMJ My Facebook was hacked. My bio erased amp my attendance at The Catholic University of America in DC. Evidence of hacking does,"Maryland, USA",Nan,False,0
BrianAn06364517,2019-11-05 23:02:24,RT SpencerFernando The sickening thing about Canada's collapsing unity is that this country is so easy to keep together. Let the West mas,nan,Nan,False,0
PhyllisD78,2019-11-05 23:02:26,RT carmindabrendel The 2 who had witnessed the 10 children leave with Queen Elizabeth and Prince Philip are said to have died mysteriousl,"Oklahoma, USA",Nan,False,0
SpiritedMensch,2019-11-05 23:02:26,"RT OtagoGrad Solomon Trudeau stands alone as the world abandons green energy. With the cutting of subsidies to renewables, auguring the","London, Ontario, Canada",Nan,False,0
of_guner,2019-11-05 23:02:27,RT CanadaAwaken Election follow up A proud Canadian's heartbreaking breakup letter with Canada ,Riverview NB ,Nan,False,0
CanasaED,2019-11-05 23:02:27,RT DarylLongworth Very Excited to launch our new partnership with Wounded Warriors Canada today. Just one more way that we can support o,Toronto Canada,Nan,False,0
TheSamMack,2019-11-05 23:02:27,RT headline steven Really Somebody is killed over a sandwich. Way too much tension in the world. ,nan,Nan,False,0
BradPresta,2019-11-05 23:02:28,"RT jasonlietaer Imagine attacking Harper on national unity. There are a few things you can criticize, but national unity isn't one of the","Vancouver BC, Canada",Nan,False,0
DanielCalabret1,2019-11-05 23:02:28,"Don't forget to plug their concentration camps, organ harvesting, and Bible burning. EpsteinCoverup",nan,Nan,False,0
Krodies,2019-11-05 23:02:28,RT cravecreative And THIS ladies amp gentlemen of Canada is how a Leader protects his country amp its citizens from irreversible harm. ,"Local Group, Milkyway",Nan,False,0
LukeTheBook,2019-11-05 23:02:28,Literally obsessed with Embankment. Someone will be like oh Im from Brixton and I bought these shoes from Canad ,Scotland,Nan,False,0
jlmcqueary,2019-11-05 23:02:28,Join me amp other EAGLES supporters. Make a tax deductible donation at the Asbury University Baseball campaign page ,"Kentucky, USA",Wilmore,False,0
